FBC	25911	27.70	28.17	21.13	23.00	0.00	0.00
FBC	25912	30.99	21.60	16.90	30.52	0.00	0.00
FBC	25913	28.64	28.17	18.78	24.41	0.00	0.00
FBC	25914	30.52	23.94	14.08	31.46	0.00	0.00
FBC	25915	30.52	26.76	18.78	23.94	0.00	0.00
FBC	25916	26.29	25.82	19.25	28.64	0.00	0.00
FBC	25917	33.80	24.88	16.90	24.41	0.00	0.00
FBC	25918	26.29	24.88	19.72	29.11	0.00	0.00
FBC	25919	28.64	25.35	23.94	22.07	0.00	0.00
FBC	25920	34.74	23.47	16.43	25.35	0.00	0.00
FBC	25921	25.82	25.35	17.84	30.99	0.00	0.00
FBC	25922	33.80	23.47	22.54	20.19	0.00	0.00
FBC	25923	29.72	23.58	18.40	28.30	0.00	0.00
FBC	25924	26.42	20.28	23.11	30.19	0.00	0.00
FBC	25925	31.60	22.17	16.51	29.72	0.00	0.00
FBC	25926	31.60	23.11	16.98	28.30	0.00	0.00
FBC	25927	25.94	32.08	21.23	20.75	0.00	0.00
FBC	25928	29.72	19.34	23.11	27.83	0.00	0.00
FBC	25929	25.94	21.23	23.58	29.25	0.00	0.00
FBC	25930	37.26	23.11	16.04	23.58	0.00	0.00
FBC	25931	29.25	20.28	20.28	30.19	0.00	0.00
FBC	25932	30.19	21.23	23.11	25.47	0.00	0.00
FBC	25933	28.30	17.45	22.64	31.60	0.00	0.00
FBC	25934	27.83	20.75	21.70	29.72	0.00	0.00
FBC	25935	28.30	22.64	22.17	26.89	0.00	0.00
FBC	25936	31.60	20.75	19.34	28.30	0.00	0.00
FBC	25937	27.36	26.42	21.70	24.53	0.00	0.00
FBC	25938	28.30	24.53	16.51	30.66	0.00	0.00
FBC	25939	30.66	22.17	19.34	27.83	0.00	0.00
FBC	25940	21.70	23.58	26.42	28.30	0.00	0.00
FBC	25941	24.06	26.42	19.81	29.72	0.00	0.00
FBC	25942	33.02	23.58	19.34	24.06	0.00	0.00
FBC	25943	30.66	22.17	22.64	24.53	0.00	0.00
FBC	25944	23.58	30.19	18.87	27.36	0.00	0.00
FBC	25945	22.17	23.11	25.00	29.72	0.00	0.00
FBC	25946	30.66	18.87	22.64	27.83	0.00	0.00
FBC	25947	31.13	21.70	20.75	26.42	0.00	0.00
FBC	25948	25.00	26.89	21.70	26.42	0.00	0.00
FBC	25949	27.83	26.42	18.40	27.36	0.00	0.00
FBC	25950	30.66	20.75	14.62	33.96	0.00	0.00
FBC	25951	28.30	27.36	21.70	22.64	0.00	0.00
FBC	25952	28.77	23.11	22.64	25.47	0.00	0.00
FBC	25953	30.66	23.58	19.81	25.94	0.00	0.00
FBC	25954	31.13	20.75	20.28	27.83	0.00	0.00
FBC	25955	26.42	26.42	19.34	27.83	0.00	0.00
FBC	25956	29.25	25.47	20.28	25.00	0.00	0.00
FBC	25957	28.30	25.00	19.34	27.36	0.00	0.00
FBC	25958	34.43	22.64	16.98	25.94	0.00	0.00
FBC	25959	31.60	26.42	16.98	25.00	0.00	0.00
FBC	25960	35.85	16.51	23.11	24.53	0.00	0.00
FBC	25961	29.72	22.64	18.87	28.77	0.00	0.00
FBC	25962	26.42	27.36	18.40	27.83	0.00	0.00
FBC	25963	24.06	27.36	16.51	32.08	0.00	0.00
FBC	25964	27.83	22.17	18.87	31.13	0.00	0.00
FBC	25965	31.60	25.94	16.51	25.94	0.00	0.00
FBC	25966	29.25	20.28	19.81	30.66	0.00	0.00
FBC	25967	28.30	22.17	22.64	26.89	0.00	0.00
FBC	25968	25.94	24.06	17.45	32.55	0.00	0.00
FBC	25969	24.06	26.42	22.64	26.89	0.00	0.00
FBC	25970	28.30	16.98	25.94	28.77	0.00	0.00
FBC	25971	28.30	26.89	18.87	25.94	0.00	0.00
FBC	25972	27.36	17.92	25.47	29.25	0.00	0.00
FBC	25973	29.25	23.58	23.58	23.58	0.00	0.00
FBC	25974	26.89	27.36	20.28	25.47	0.00	0.00
FBC	25975	34.43	20.75	24.06	20.75	0.00	0.00
FBC	25976	29.72	20.75	24.53	25.00	0.00	0.00
FBC	25977	32.08	17.92	21.70	28.30	0.00	0.00
FBC	25978	30.66	24.53	20.28	24.53	0.00	0.00
FBC	25979	29.72	21.23	21.23	27.83	0.00	0.00
FBC	25980	25.94	23.11	21.23	29.72	0.00	0.00
FBC	25981	25.00	22.64	21.23	31.13	0.00	0.00
FBC	25982	29.25	24.53	22.64	23.58	0.00	0.00
FBC	25983	29.72	22.17	21.23	26.89	0.00	0.00
FBC	25984	30.19	24.06	17.45	28.30	0.00	0.00
FBC	25985	30.66	21.70	21.23	26.42	0.00	0.00
FBC	25986	27.83	23.11	23.11	25.94	0.00	0.00
FBC	25987	26.89	20.75	25.00	27.36	0.00	0.00
FBC	25988	27.36	25.47	18.40	28.77	0.00	0.00
FBC	25989	28.30	22.17	18.87	30.66	0.00	0.00
FBC	25990	29.25	20.75	23.11	26.89	0.00	0.00
FBC	25991	33.49	20.75	20.28	25.47	0.00	0.00
FBC	25992	25.94	25.47	20.28	28.30	0.00	0.00
FBC	25993	26.42	21.23	25.47	26.89	0.00	0.00
FBC	25994	32.55	23.11	16.98	27.36	0.00	0.00
FBC	25995	30.66	24.53	19.34	25.47	0.00	0.00
FBC	25996	35.55	22.75	19.43	22.27	0.00	0.00
FBC	25997	27.49	23.22	21.33	27.96	0.00	0.00
FBC	25998	35.55	24.64	13.27	26.54	0.00	0.00
FBC	25999	27.96	24.64	25.12	22.27	0.00	0.00
FBC	26000	30.33	22.75	18.48	28.44	0.00	0.00
FBC	26001	30.81	18.96	21.80	28.44	0.00	0.00
FBC	26002	28.10	27.62	22.86	21.43	0.00	0.00
FBC	26003	34.29	18.10	18.57	29.05	0.00	0.00
FBC	26004	27.62	22.86	21.43	28.10	0.00	0.00
FBC	26005	30.48	22.86	20.95	25.71	0.00	0.00
FBC	26006	28.57	23.81	19.05	28.57	0.00	0.00
FBC	26007	30.00	24.29	20.00	25.71	0.00	0.00
FBC	26008	28.10	22.86	19.52	29.52	0.00	0.00
FBC	26009	21.90	25.24	18.10	34.76	0.00	0.00
FBC	26010	27.62	20.48	22.38	29.52	0.00	0.00
FBC	26011	28.57	26.19	20.00	25.24	0.00	0.00
FBC	26012	31.43	20.48	21.90	26.19	0.00	0.00
FBC	26013	30.95	21.43	20.00	27.62	0.00	0.00
FBC	26014	29.05	22.38	25.24	23.33	0.00	0.00
FBC	26015	28.57	18.57	23.33	29.52	0.00	0.00
FBC	26016	24.29	21.43	23.81	30.48	0.00	0.00
FBC	26017	28.57	24.29	20.00	27.14	0.00	0.00
FBC	26018	30.95	23.33	19.52	26.19	0.00	0.00
FBC	26019	29.05	19.52	21.43	30.00	0.00	0.00
FBC	26020	36.19	19.52	18.57	25.71	0.00	0.00
FBC	26021	29.52	22.38	19.05	29.05	0.00	0.00
FBC	26022	32.86	23.33	19.52	24.29	0.00	0.00
FBC	26023	31.43	21.90	20.95	25.71	0.00	0.00
FBC	26024	35.71	20.00	15.71	28.57	0.00	0.00
FBC	26025	29.52	22.38	15.71	32.38	0.00	0.00
FBC	26026	33.81	24.29	20.00	21.90	0.00	0.00
FBC	26027	27.14	26.19	19.52	27.14	0.00	0.00
FBC	26028	24.29	24.76	21.43	29.52	0.00	0.00
FBC	26029	29.52	26.67	15.71	28.10	0.00	0.00
FBC	26030	28.10	24.76	19.05	28.10	0.00	0.00
FBC	26031	32.86	23.81	20.00	23.33	0.00	0.00
FBC	26032	33.81	24.76	16.19	25.24	0.00	0.00
FBC	26033	30.00	20.95	18.57	30.48	0.00	0.00
FBC	26034	31.90	20.95	18.10	29.05	0.00	0.00
FBC	26035	29.52	20.95	24.29	25.24	0.00	0.00
FBC	26036	28.57	24.29	22.86	24.29	0.00	0.00
FBC	26037	29.52	22.86	21.90	25.71	0.00	0.00
FBC	26038	26.19	21.90	25.24	26.67	0.00	0.00
FBC	26039	30.95	26.19	22.86	20.00	0.00	0.00
FBC	26040	30.00	21.43	18.10	30.48	0.00	0.00
FBC	26041	29.05	21.90	19.05	30.00	0.00	0.00
FBC	26042	29.52	27.14	17.14	26.19	0.00	0.00
FBC	26043	32.38	19.52	19.05	29.05	0.00	0.00
FBC	26044	23.33	22.38	22.38	31.90	0.00	0.00
FBC	26045	30.00	22.38	22.38	25.24	0.00	0.00
FBC	26046	28.57	25.24	22.38	23.81	0.00	0.00
FBC	26047	29.52	20.00	21.43	29.05	0.00	0.00
FBC	26048	31.43	27.14	15.71	25.71	0.00	0.00
FBC	26049	30.48	20.95	20.00	28.57	0.00	0.00
FBC	26050	32.38	22.38	19.05	26.19	0.00	0.00
FBC	26051	29.52	21.90	20.48	28.10	0.00	0.00
FBC	26052	31.90	21.90	19.52	26.67	0.00	0.00
FBC	26053	30.48	18.57	20.95	30.00	0.00	0.00
FBC	26054	30.00	23.81	18.10	28.10	0.00	0.00
FBC	26055	27.14	24.29	19.52	29.05	0.00	0.00
FBC	26056	29.05	20.95	19.52	30.48	0.00	0.00
FBC	26057	25.24	28.10	22.86	23.81	0.00	0.00
FBC	26058	28.57	18.57	21.90	30.95	0.00	0.00
FBC	26059	28.10	23.81	20.00	28.10	0.00	0.00
FBC	26060	31.90	22.86	20.00	25.24	0.00	0.00
FBC	26061	29.05	20.95	25.24	24.76	0.00	0.00
FBC	26062	35.24	18.57	18.57	27.62	0.00	0.00
FBC	26063	25.71	21.43	21.43	31.43	0.00	0.00
FBC	26064	26.19	26.19	20.00	27.62	0.00	0.00
FBC	26065	29.05	21.90	22.38	26.67	0.00	0.00
FBC	26066	24.29	24.76	23.33	27.62	0.00	0.00
FBC	26067	25.71	22.86	21.90	29.52	0.00	0.00
FBC	26068	26.19	20.48	24.29	29.05	0.00	0.00
FBC	26069	26.67	26.67	18.57	28.10	0.00	0.00
FBC	26070	26.19	27.14	19.05	27.62	0.00	0.00
FBC	26071	28.10	27.14	20.95	23.81	0.00	0.00
FBC	26072	30.95	25.71	16.67	26.67	0.00	0.00
FBC	26073	23.81	25.24	20.48	30.48	0.00	0.00
FBC	26074	24.76	26.67	22.38	26.19	0.00	0.00
FBC	26075	26.67	23.33	17.62	32.38	0.00	0.00
FBC	26076	29.05	26.19	20.95	23.81	0.00	0.00
FBC	26077	28.10	23.33	22.38	26.19	0.00	0.00
FBC	26078	32.38	23.81	22.86	20.95	0.00	0.00
FBC	26079	32.38	24.76	19.05	23.81	0.00	0.00
FBC	26080	27.14	24.76	21.43	26.67	0.00	0.00
FBC	26081	25.24	26.19	26.19	22.38	0.00	0.00
FBC	26082	23.33	24.76	23.33	28.57	0.00	0.00
FBC	26083	30.48	20.95	22.38	26.19	0.00	0.00
FBC	26084	37.14	18.10	21.43	23.33	0.00	0.00
FBC	26085	25.71	25.24	21.90	27.14	0.00	0.00
FBC	26086	26.19	23.81	20.00	30.00	0.00	0.00
FBC	26087	25.24	23.81	17.62	33.33	0.00	0.00
FBC	26088	27.62	25.24	20.48	26.67	0.00	0.00
FBC	26089	31.43	22.86	23.81	21.90	0.00	0.00
FBC	26090	27.14	22.86	22.38	27.62	0.00	0.00
FBC	26091	26.19	21.43	20.48	31.90	0.00	0.00
FBC	26092	30.95	25.24	19.05	24.76	0.00	0.00
FBC	26093	31.90	22.38	21.90	23.81	0.00	0.00
FBC	26094	30.00	21.90	19.52	28.57	0.00	0.00
FBC	26095	28.10	25.71	19.52	26.67	0.00	0.00
FBC	26096	31.90	23.81	20.00	24.29	0.00	0.00
FBC	26097	30.95	21.90	20.95	26.19	0.00	0.00
FBC	26098	35.24	19.52	16.67	28.57	0.00	0.00
FBC	26099	27.14	29.05	16.19	27.62	0.00	0.00
FBC	26100	22.86	22.86	23.81	30.48	0.00	0.00
FBC	26101	30.00	24.76	18.10	27.14	0.00	0.00
FBC	26102	30.95	28.57	16.67	23.81	0.00	0.00
FBC	26103	27.62	28.10	17.62	26.67	0.00	0.00
FBC	26104	31.90	19.52	19.05	29.52	0.00	0.00
FBC	26105	28.10	21.43	25.71	24.76	0.00	0.00
FBC	26106	26.19	24.76	20.48	28.57	0.00	0.00
FBC	26107	30.95	27.14	19.52	22.38	0.00	0.00
FBC	26108	31.90	22.38	24.76	20.95	0.00	0.00
FBC	26109	34.29	21.43	16.67	27.62	0.00	0.00
FBC	26110	30.95	21.90	21.90	25.24	0.00	0.00
FBC	26111	32.38	23.33	16.67	27.62	0.00	0.00
FBC	26112	29.52	23.81	20.48	26.19	0.00	0.00
FBC	26113	27.62	23.81	19.05	29.52	0.00	0.00
FBC	26114	30.00	20.48	17.62	31.90	0.00	0.00
FBC	26115	32.38	20.48	18.57	28.57	0.00	0.00
FBC	26116	31.43	20.00	19.05	29.52	0.00	0.00
FBC	26117	32.86	21.90	17.62	27.62	0.00	0.00
FBC	26118	29.52	19.52	20.48	30.48	0.00	0.00
FBC	26119	30.95	26.67	19.52	22.86	0.00	0.00
FBC	26120	25.71	17.62	24.29	32.38	0.00	0.00
FBC	26121	27.14	20.48	28.10	24.29	0.00	0.00
FBC	26122	28.10	25.24	22.38	24.29	0.00	0.00
FBC	26123	27.62	21.43	24.29	26.67	0.00	0.00
FBC	26124	32.86	22.86	21.90	22.38	0.00	0.00
FBC	26125	29.05	25.71	21.43	23.81	0.00	0.00
FBC	26126	31.43	20.48	22.38	25.71	0.00	0.00
FBC	26127	29.52	25.71	22.38	22.38	0.00	0.00
FBC	26128	33.81	22.86	16.19	27.14	0.00	0.00
FBC	26129	32.86	25.24	13.81	28.10	0.00	0.00
FBC	26130	26.19	26.19	19.52	28.10	0.00	0.00
FBC	26131	35.71	19.52	18.10	26.67	0.00	0.00
FBC	26132	25.71	22.38	23.33	28.57	0.00	0.00
FBC	26133	29.05	25.71	18.10	27.14	0.00	0.00
FBC	26134	33.33	19.52	20.00	27.14	0.00	0.00
FBC	26135	30.95	17.62	21.90	29.52	0.00	0.00
FBC	26136	32.38	20.95	19.05	27.62	0.00	0.00
FBC	26137	25.71	24.29	23.33	26.67	0.00	0.00
FBC	26138	32.86	20.48	19.52	27.14	0.00	0.00
FBC	26139	25.24	23.81	22.38	28.57	0.00	0.00
FBC	26140	30.00	28.57	16.67	24.76	0.00	0.00
FBC	26141	29.52	27.62	16.19	26.67	0.00	0.00
FBC	26142	30.00	18.57	22.38	29.05	0.00	0.00
FBC	26143	29.05	28.57	19.05	23.33	0.00	0.00
FBC	26144	29.05	26.19	19.52	25.24	0.00	0.00
FBC	26145	25.24	26.67	21.43	26.67	0.00	0.00
FBC	26146	24.76	22.38	21.90	30.95	0.00	0.00
FBC	26147	28.10	20.00	21.43	30.48	0.00	0.00
FBC	26148	27.62	23.81	20.95	27.62	0.00	0.00
FBC	26149	25.71	25.71	19.05	29.52	0.00	0.00
FBC	26150	27.14	20.95	22.86	29.05	0.00	0.00
FBC	26151	28.57	20.95	23.33	27.14	0.00	0.00
FBC	26152	32.86	20.95	19.05	27.14	0.00	0.00
FBC	26153	31.43	22.38	18.10	28.10	0.00	0.00
FBC	26154	28.10	20.95	21.90	29.05	0.00	0.00
FBC	26155	31.90	26.67	17.62	23.81	0.00	0.00
FBC	26156	29.05	23.33	20.95	26.67	0.00	0.00
FBC	26157	30.00	21.90	20.00	28.10	0.00	0.00
FBC	26158	32.38	24.29	20.95	22.38	0.00	0.00
FBC	26159	32.86	22.38	19.52	25.24	0.00	0.00
FBC	26160	32.38	24.29	19.05	24.29	0.00	0.00
FBC	26161	31.43	21.43	18.57	28.57	0.00	0.00
FBC	26162	30.48	22.38	23.33	23.81	0.00	0.00
FBC	26163	33.81	22.38	20.00	23.81	0.00	0.00
FBC	26164	32.86	24.29	20.00	22.86	0.00	0.00
FBC	26165	32.86	19.05	24.76	23.33	0.00	0.00
FBC	26166	33.33	24.76	20.00	21.90	0.00	0.00
FBC	26167	33.81	23.33	16.67	26.19	0.00	0.00
FBC	26168	32.38	23.33	17.14	27.14	0.00	0.00
FBC	26169	28.10	24.76	21.90	25.24	0.00	0.00
FBC	26170	31.90	23.33	20.48	24.29	0.00	0.00
FBC	26171	31.90	25.24	22.38	20.48	0.00	0.00
FBC	26172	31.90	19.52	21.90	26.67	0.00	0.00
FBC	26173	35.71	20.48	21.90	21.90	0.00	0.00
FBC	26174	30.48	28.10	19.05	22.38	0.00	0.00
FBC	26175	28.57	19.05	18.57	33.81	0.00	0.00
FBC	26176	30.95	22.38	19.05	27.62	0.00	0.00
FBC	26177	32.86	23.33	20.48	23.33	0.00	0.00
FBC	26178	33.81	20.48	21.43	24.29	0.00	0.00
FBC	26179	32.86	24.76	20.95	21.43	0.00	0.00
FBC	26180	29.52	22.38	22.38	25.71	0.00	0.00
FBC	26181	32.86	27.62	19.52	20.00	0.00	0.00
FBC	26182	36.67	26.67	12.86	23.81	0.00	0.00
FBC	26183	27.14	25.71	20.00	27.14	0.00	0.00
FBC	26184	24.29	26.19	20.95	28.57	0.00	0.00
FBC	26185	24.29	24.29	19.05	32.38	0.00	0.00
FBC	26186	25.24	28.10	23.81	22.86	0.00	0.00
FBC	26187	36.67	21.43	20.95	20.95	0.00	0.00
FBC	26188	35.71	21.90	19.52	22.86	0.00	0.00
FBC	26189	33.81	23.81	19.52	22.86	0.00	0.00
FBC	26190	26.67	28.10	16.19	29.05	0.00	0.00
FBC	26191	30.00	23.33	16.67	30.00	0.00	0.00
FBC	26192	30.95	25.71	20.48	22.86	0.00	0.00
FBC	26193	32.86	20.95	21.43	24.76	0.00	0.00
FBC	26194	25.24	25.24	22.86	26.67	0.00	0.00
FBC	26195	32.86	20.95	19.05	27.14	0.00	0.00
FBC	26196	30.00	22.38	20.00	27.62	0.00	0.00
FBC	26197	30.00	25.24	26.67	18.10	0.00	0.00
FBC	26198	26.67	24.29	24.76	24.29	0.00	0.00
FBC	26199	26.19	23.81	22.86	27.14	0.00	0.00
FBC	26200	29.05	23.33	26.19	21.43	0.00	0.00
FBC	26201	32.86	18.57	25.71	22.86	0.00	0.00
FBC	26202	27.14	23.33	19.05	30.48	0.00	0.00
FBC	26203	24.29	26.67	20.48	28.57	0.00	0.00
FBC	26204	26.67	31.90	16.67	24.76	0.00	0.00
FBC	26205	34.76	23.81	16.19	25.24	0.00	0.00
FBC	26206	30.00	22.38	23.81	23.81	0.00	0.00
FBC	26207	29.05	22.38	24.76	23.81	0.00	0.00
FBC	26208	31.90	20.95	19.52	27.62	0.00	0.00
FBC	26209	28.57	26.19	24.29	20.95	0.00	0.00
FBC	26210	33.33	22.38	20.95	23.33	0.00	0.00
FBC	26211	31.90	25.71	18.10	24.29	0.00	0.00
FBC	26212	30.48	23.33	20.48	25.71	0.00	0.00
FBC	26213	31.90	18.10	24.76	25.24	0.00	0.00
FBC	26214	31.43	20.95	21.90	25.71	0.00	0.00
FBC	26215	27.14	26.67	18.10	28.10	0.00	0.00
FBC	26216	29.52	29.52	17.62	23.33	0.00	0.00
FBC	26217	24.76	28.57	24.76	21.90	0.00	0.00
FBC	26218	29.52	23.33	22.38	24.76	0.00	0.00
FBC	26219	30.00	25.24	19.05	25.71	0.00	0.00
FBC	26220	30.95	24.76	15.24	29.05	0.00	0.00
FBC	26221	23.33	24.76	24.76	27.14	0.00	0.00
FBC	26222	33.81	20.95	20.48	24.76	0.00	0.00
FBC	26223	29.52	21.43	24.29	24.76	0.00	0.00
FBC	26224	30.48	25.71	17.62	26.19	0.00	0.00
FBC	26225	29.05	24.29	22.86	23.81	0.00	0.00
FBC	26226	29.05	23.33	19.52	28.10	0.00	0.00
FBC	26227	28.10	24.76	20.95	26.19	0.00	0.00
FBC	26228	24.76	25.24	23.33	26.67	0.00	0.00
FBC	26229	30.48	23.81	18.10	27.62	0.00	0.00
FBC	26230	28.57	27.62	15.24	28.57	0.00	0.00
FBC	26231	30.00	23.33	20.95	25.71	0.00	0.00
FBC	26232	26.67	23.81	22.86	26.67	0.00	0.00
FBC	26233	29.05	23.33	18.10	29.52	0.00	0.00
FBC	26234	30.95	30.95	15.71	22.38	0.00	0.00
FBC	26235	34.29	20.00	20.00	25.71	0.00	0.00
FBC	26236	31.90	21.43	20.95	25.71	0.00	0.00
FBC	26237	21.43	25.24	24.76	28.57	0.00	0.00
FBC	26238	28.10	22.38	16.67	32.86	0.00	0.00
FBC	26239	23.33	23.33	25.71	27.62	0.00	0.00
FBC	26240	28.57	19.52	21.90	30.00	0.00	0.00
FBC	26241	28.57	21.90	25.71	23.81	0.00	0.00
FBC	26242	30.48	24.76	19.52	25.24	0.00	0.00
FBC	26243	33.33	23.81	19.52	23.33	0.00	0.00
FBC	26244	29.52	20.95	23.81	25.71	0.00	0.00
FBC	26245	33.81	20.00	20.48	25.71	0.00	0.00
FBC	26246	35.71	23.81	18.10	22.38	0.00	0.00
FBC	26247	29.05	24.29	21.90	24.76	0.00	0.00
FBC	26248	32.38	20.48	21.90	25.24	0.00	0.00
FBC	26249	29.05	20.48	22.86	27.62	0.00	0.00
FBC	26250	30.00	21.90	20.95	27.14	0.00	0.00
FBC	26251	26.19	25.24	23.81	24.76	0.00	0.00
FBC	26252	34.29	21.90	21.43	22.38	0.00	0.00
FBC	26253	30.00	21.43	22.86	25.71	0.00	0.00
FBC	26254	28.57	23.81	21.90	25.71	0.00	0.00
FBC	26255	31.90	26.19	19.05	22.86	0.00	0.00
FBC	26256	26.67	27.62	17.62	28.10	0.00	0.00
FBC	26257	28.57	26.67	19.05	25.71	0.00	0.00
FBC	26258	31.43	23.33	17.14	28.10	0.00	0.00
FBC	26259	32.86	19.52	20.48	27.14	0.00	0.00
FBC	26260	24.29	27.62	22.38	25.71	0.00	0.00
FBC	26261	30.00	22.38	17.62	30.00	0.00	0.00
FBC	26262	25.71	25.71	19.52	29.05	0.00	0.00
FBC	26263	27.62	22.86	21.90	27.62	0.00	0.00
FBC	26264	25.24	23.33	27.62	23.81	0.00	0.00
FBC	26265	30.95	19.05	23.81	26.19	0.00	0.00
FBC	26266	27.62	19.05	26.67	26.67	0.00	0.00
FBC	26267	27.14	21.90	19.52	31.43	0.00	0.00
FBC	26268	30.95	22.38	20.00	26.67	0.00	0.00
FBC	26269	27.14	22.38	20.48	30.00	0.00	0.00
FBC	26270	23.81	20.95	24.76	30.48	0.00	0.00
FBC	26271	28.57	20.00	20.48	30.95	0.00	0.00
FBC	26272	29.05	24.29	15.71	30.95	0.00	0.00
FBC	26273	32.38	23.81	22.38	21.43	0.00	0.00
FBC	26274	30.95	26.19	15.71	27.14	0.00	0.00
FBC	26275	34.29	19.52	16.19	30.00	0.00	0.00
FBC	26276	30.48	26.67	18.57	24.29	0.00	0.00
FBC	26277	31.43	21.90	19.52	27.14	0.00	0.00
FBC	26278	27.14	23.81	24.29	24.76	0.00	0.00
FBC	26279	26.19	17.14	26.19	30.48	0.00	0.00
FBC	26280	29.52	22.38	21.90	26.19	0.00	0.00
FBC	26281	26.67	20.95	20.95	31.43	0.00	0.00
FBC	26282	32.38	23.81	23.33	20.48	0.00	0.00
FBC	26283	36.67	23.81	16.19	23.33	0.00	0.00
FBC	26284	25.71	24.76	27.14	22.38	0.00	0.00
FBC	26285	28.57	20.00	23.81	27.62	0.00	0.00
FBC	26286	30.00	23.33	21.43	25.24	0.00	0.00
FBC	26287	24.76	22.38	23.33	29.52	0.00	0.00
FBC	26288	35.24	23.81	15.71	25.24	0.00	0.00
FBC	26289	21.90	25.24	24.76	28.10	0.00	0.00
FBC	26290	39.52	20.95	18.57	20.95	0.00	0.00
FBC	26291	30.95	19.52	22.38	27.14	0.00	0.00
FBC	26292	28.57	27.14	20.48	23.81	0.00	0.00
FBC	26293	24.76	23.33	24.29	27.62	0.00	0.00
FBC	26294	33.33	22.86	22.86	20.95	0.00	0.00
FBC	26295	27.62	25.24	27.62	19.52	0.00	0.00
FBC	26296	31.90	18.10	30.00	20.00	0.00	0.00
FBC	26297	34.76	14.29	22.38	28.57	0.00	0.00
FBC	26298	28.10	20.00	24.76	27.14	0.00	0.00
FBC	26299	26.19	19.05	23.33	31.43	0.00	0.00
FBC	26300	27.62	26.67	20.95	24.76	0.00	0.00
FBC	26301	29.52	22.38	21.90	26.19	0.00	0.00
FBC	26302	26.67	25.24	24.76	23.33	0.00	0.00
FBC	26303	29.05	31.43	16.19	23.33	0.00	0.00
FBC	26304	29.52	23.81	17.62	29.05	0.00	0.00
FBC	26305	30.00	19.05	16.67	34.29	0.00	0.00
FBC	26306	26.19	26.67	20.00	27.14	0.00	0.00
FBC	26307	27.14	22.38	20.95	29.52	0.00	0.00
FBC	26308	30.95	23.33	16.19	29.52	0.00	0.00
FBC	26309	33.33	24.29	16.67	25.71	0.00	0.00
FBC	26310	30.95	26.67	20.00	22.38	0.00	0.00
FBC	26311	32.86	19.05	19.52	28.57	0.00	0.00
FBC	26312	29.05	25.71	20.00	25.24	0.00	0.00
FBC	26313	34.76	23.81	17.62	23.81	0.00	0.00
FBC	26314	32.38	23.33	21.90	22.38	0.00	0.00
FBC	26315	30.00	20.95	21.43	27.62	0.00	0.00
FBC	26316	27.14	21.90	19.05	31.90	0.00	0.00
FBC	26317	28.57	27.14	16.19	28.10	0.00	0.00
FBC	26318	27.14	22.86	21.90	28.10	0.00	0.00
FBC	26319	23.33	26.19	26.67	23.81	0.00	0.00
FBC	26320	29.05	20.00	22.86	28.10	0.00	0.00
FBC	26321	29.05	20.00	23.81	27.14	0.00	0.00
FBC	26322	26.19	23.33	21.43	29.05	0.00	0.00
FBC	26323	33.81	18.10	21.43	26.67	0.00	0.00
FBC	26324	22.38	31.90	20.00	25.71	0.00	0.00
FBC	26325	26.19	24.29	17.14	32.38	0.00	0.00
FBC	26326	29.05	24.29	22.38	24.29	0.00	0.00
FBC	26327	28.10	20.00	22.86	29.05	0.00	0.00
FBC	26328	30.00	21.90	19.05	29.05	0.00	0.00
FBC	26329	23.81	23.33	21.43	31.43	0.00	0.00
FBC	26330	33.33	20.48	20.00	26.19	0.00	0.00
FBC	26331	25.71	21.43	23.81	29.05	0.00	0.00
FBC	26332	29.52	23.81	20.95	25.71	0.00	0.00
FBC	26333	37.14	22.38	15.71	24.76	0.00	0.00
FBC	26334	38.10	18.57	18.10	25.24	0.00	0.00
FBC	26335	28.57	25.71	18.57	27.14	0.00	0.00
FBC	26336	29.05	23.81	20.48	26.67	0.00	0.00
FBC	26337	26.67	23.81	22.38	27.14	0.00	0.00
FBC	26338	31.43	25.24	18.57	24.76	0.00	0.00
FBC	26339	28.57	20.00	19.05	32.38	0.00	0.00
FBC	26340	30.00	23.81	18.57	27.62	0.00	0.00
FBC	26341	31.43	26.67	14.29	27.62	0.00	0.00
FBC	26342	30.95	25.24	20.00	23.81	0.00	0.00
FBC	26343	25.71	23.81	18.57	31.90	0.00	0.00
FBC	26344	31.43	19.05	24.29	25.24	0.00	0.00
FBC	26345	31.43	25.24	20.00	23.33	0.00	0.00
FBC	26346	26.67	20.95	21.90	30.48	0.00	0.00
FBC	26347	22.86	26.19	23.81	27.14	0.00	0.00
FBC	26348	30.95	24.76	19.52	24.76	0.00	0.00
FBC	26349	31.43	23.33	16.67	28.57	0.00	0.00
FBC	26350	32.38	20.48	20.00	27.14	0.00	0.00
FBC	26351	26.19	19.52	25.24	29.05	0.00	0.00
FBC	26352	27.62	23.33	20.48	28.57	0.00	0.00
FBC	26353	30.00	20.95	24.29	24.76	0.00	0.00
FBC	26354	30.48	26.19	18.57	24.76	0.00	0.00
FBC	26355	32.86	21.90	15.71	29.52	0.00	0.00
FBC	26356	29.52	23.81	24.29	22.38	0.00	0.00
FBC	26357	30.95	19.52	20.00	29.52	0.00	0.00
FBC	26358	29.05	20.95	25.71	24.29	0.00	0.00
FBC	26359	25.24	23.33	19.05	32.38	0.00	0.00
FBC	26360	24.29	26.19	19.05	30.48	0.00	0.00
FBC	26361	27.62	25.71	19.52	27.14	0.00	0.00
